Title,Price,Product-SKU,Product-Barcode,Colors,Sizes,URL
,"Rs.2,490",0114010,MBH25001,"Maroon,Ash Grey,Fawn,Navy,Black,Olive","S,M,L,XL",https://zellbury.com/products/hoodie-mbh25001
,"Rs.3,290",0114196,MGZH25006,Maroon,"S,M,L,XL",https://zellbury.com/products/hoodie-mgzh25006
,"Rs.2,190",0113992,MBSS25001,"Maroon,Fawn,Navy,Olive,Black","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbss25001?variant=43293391454255
,"Rs.2,190",0113991,MBSS25001,"Maroon,Fawn,Navy,Olive,Black","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbss25001?variant=43293392338991
,"Rs.2,190",0113990,MBSS25001,"Maroon,Fawn,Navy,Olive,Black","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbss25001?variant=43293392076847
,"Rs.2,190",0113979,MBSS25001,"Maroon,Fawn,Navy,Olive,Black","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbss25001?variant=43293391650863
,"Rs.2,190",0113988,MBSS25001,"Maroon,Fawn,Navy,Olive,Black","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbss25001?variant=43293391814703
,"Rs.2,190",0113988,MBSS25001,"Maroon,Fawn,Navy,Olive,Black","S,M,L,XL",https://zellbury.com/collections/sweat-shirts/products/sweat-shirt-mbss25001?variant=43293391814703
,"Rs.2,190",0113988,MBSS25001,"Maroon,Fawn,Navy,Olive,Black","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbss25001
,"Rs.2,490",0113957,MBMN25001,"Navy,Black,Maroon,Olive","S,M,L,XL",https://zellbury.com/products/sweat-shirt
,"Rs.2,290",0114057,MBSSX25001,"Black,Maroon,Navy,Olive,Ash Grey","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbssx25001?variant=43360245121071
,"Rs.2,290",0114059,MBSSX25001,"Black,Maroon,Navy,Olive,Ash Grey","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbssx25001?variant=43360245645359
,"Rs.2,290",0114058,MBSSX25001,"Black,Maroon,Navy,Olive,Ash Grey","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbssx25001?variant=43360245514287
,"Rs.2,290",0114056,MBSSX25001,"Black,Maroon,Navy,Olive,Ash Grey","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbssx25001?variant=43360245383215
,"Rs.2,290",0114055,MBSSX25001,"Black,Maroon,Navy,Olive,Ash Grey","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbssx25001?variant=43360245252143
,"Rs.2,290",0114055,MBSSX25001,"Black,Maroon,Navy,Olive,Ash Grey","S,M,L,XL",https://zellbury.com/collections/sweat-shirts/products/sweat-shirt-mbssx25001?variant=43360245252143
,"Rs.2,290",0114055,MBSSX25001,"Black,Maroon,Navy,Olive,Ash Grey","S,M,L,XL",https://zellbury.com/products/sweat-shirt-mbssx25001
,"Rs.4,990",0101106,MJPB24S001,"Grey,Red,Beige","S,M,L,XL",https://zellbury.com/products/jacket-mjpb24s001
,"Rs.4,990",0101130,MJPP24S002,"Navy,Army Green,Black","S,M,L,XL",https://zellbury.com/products/jacket-mjpp24s001
,"Rs.3,990",0113485,MJDW25003,"Indigo,Sky Blue","S,M,L,XL",https://zellbury.com/products/jacket-mjdw25002?variant=43420556099631
,"Rs.3,990",0113481,MJDW25002,"Indigo,Sky Blue","S,M,L,XL",https://zellbury.com/products/jacket-mjdw25002?variant=43304709390383
,"Rs.3,990",0113481,MJDW25002,"Indigo,Sky Blue","S,M,L,XL",https://zellbury.com/products/jacket-mjdw25002
,"Rs.3,990",0113473,MJDH25003,"Sky Blue,Dark Blue","S,M,L,XL",https://zellbury.com/products/jacket-mjdh25002?variant=43351692148783
,"Rs.3,990",0113473,MJDH25003,"Sky Blue,Dark Blue","S,M,L,XL",https://zellbury.com/products/jacket-mjdh25002
,"Rs.2,490",0113957,MBMN25001,"Navy,Black,Maroon,Olive","S,M,L,XL",https://zellbury.com/products/sweat-shirt-5001-black?variant=43413170585647
,"Rs.3,490",0113453,MJD25001,"Mid Blue,Dark Blue,Sky Blue,Black","S,M,L,XL",https://zellbury.com/products/jacket-mjd25002?variant=43400672935983
,"Rs.3,490",0113465,MJD25004,"Mid Blue,Dark Blue,Sky Blue,Black","S,M,L,XL",https://zellbury.com/products/jacket-mjd25002?variant=43293515677743
,"Rs.3,490",0113457,MJD25002,"Mid Blue,Dark Blue,Sky Blue,Black","S,M,L,XL",https://zellbury.com/products/jacket-mjd25002?variant=43293393256495
,"Rs.3,490",0113461,MJD25003,"Mid Blue,Dark Blue,Sky Blue,Black","S,M,L,XL",https://zellbury.com/products/jacket-mjd25002?variant=43304603680815
,"Rs.3,490",0113461,MJD25003,"Mid Blue,Dark Blue,Sky Blue,Black","S,M,L,XL",https://zellbury.com/collections/jackets/products/jacket-mjd25002?variant=43304603680815
,"Rs.3,490",0113461,MJD25003,"Mid Blue,Dark Blue,Sky Blue,Black","S,M,L,XL",https://zellbury.com/products/jacket-mjd25002
,"Rs.1,990",0136752,RAGE-50ML,,"50ml,100ml",https://zellbury.com/products/fragrances-rage
,"Rs.1,990",0136754,OUD WOOD-50ML,,"50ml,100ml",https://zellbury.com/products/fragrances-oud-wood
,"Rs.1,990",0136750,EXPLORER-50ML,,"50ml,100ml",https://zellbury.com/products/fragrances-explorer
,"Rs.1,990",0136756,DARK KNIGHT-50ML,,"50ml,100ml",https://zellbury.com/products/fragrances-dark-knight
,Rs.490,0125700,HTS25008,Grey,,https://zellbury.com/products/hand-towel-hts25008
,Rs.790,0127625,FTSS25026,Light Beige,,https://zellbury.com/products/face-towel-sets-ftss25026
,"Rs.1,890",0131715,BTXL24012,Light Blue,,https://zellbury.com/products/bath-sheets-btxl24012
,"Rs.1,890",0131713,BTXL24010,Beige,,https://zellbury.com/products/bath-sheets-btxl24010
,"Rs.1,890",0131714,BTXL24011,Grey,,https://zellbury.com/products/bath-sheets-btxl24011
,Rs.490,0131704,HTS25038,WHITE / BLUE,,https://zellbury.com/products/hand-towel-hts25038
,"Rs.2,490",0131703,BHTSS2501,WHITE / BLUE,,https://zellbury.com/products/towel-set-bhtss2501
,"Rs.1,290",0134965,BTXS24017,White,,https://zellbury.com/products/bath-sheets-btxs24017
,Rs.990,0134964,BTS25041,White,,https://zellbury.com/products/bath-towel-bts25041
